recipe_name,prep,cooking,food type,Calories, Carbohydrates, Protein, Fat, Saturated Fat, Polyunsaturated Fat, Sodium, Potassium, Fiber, Sugar, Vitamin A, Vitamin C, Calcium, Iron,Serving, Cholesterol, Trans Fat,url,ingredients,tokenized_ingredients,cleaned_tokenized_ingredients
Pinaputok na Tilapia Recipe,"10
minutes","35
minutes",Lunch,, 9g (3%, 1g (2%, 2g (3%, 1g (5%, 1g Monounsaturated Fat,,, 1g (4%, 6g (7%, 592IU (12%, 19mg (23%, 13mg (1%, 1mg (6%, 3g Calories,,,https://panlasangpinoy.com/pinaputok-na-tilapia-recipe/,"▢
2 pieces tilapia cleaned and scales removed
▢
3/4 cup green mango diced
▢
1 piece tomato diced
▢
1 piece onion chopped
▢
1 teaspoon ginger minced
▢
1 tablespoon lemon juice
▢
2 teaspoons cooking oil
▢
Salt and pepper to taste","[[], ['2', 'pieces', 'tilapia', 'cleaned', 'and', 'scales', 'removed'], [], ['34', 'cup', 'green', 'mango', 'diced'], [], ['1', 'piece', 'tomato', 'diced'], [], ['1', 'piece', 'onion', 'chopped'], [], ['1', 'teaspoon', 'ginger', 'minced'], [], ['1', 'tablespoon', 'lemon', 'juice'], [], ['2', 'teaspoons', 'cooking', 'oil'], [], ['Salt', 'and', 'pepper', 'to', 'taste']]","['tilapia', 'cleaned', 'and', 'scales', 'removed', 'green', 'mango', 'tomato', 'onion', 'ginger', 'lemon', 'juice', 'cooking', 'oil', 'salt', 'and', 'pepper', 'to', 'taste']"
Pork Menudo,"10
minutes",,Lunch,, 12g (4%, 33g (66%, 37g (57%, 12g (60%,, 1356mg (57%, 857mg (24%, 2g (8%, 3g (3%, 5035IU (101%, 14.6mg (18%, 52mg (5%, 4.3mg (24%, 6g Calories, 161mg (54%,,https://panlasangpinoy.com/pork-menudo-recipe/,"▢
2 lbs. pork
▢
1/4 lb. pig liver
▢
1 cup potatoes diced
▢
1 piece carrot cubed
▢
1/2 cup soy sauce
▢
1/2 piece lemon
▢
1 piece onion chopped
▢
3 cloves garlic minced
▢
1 teaspoon sugar
▢
3/4 cup tomato sauce
▢
1 cup water
▢
4 pieces hotdogs sliced diagonally
▢
2 tablespoons cooking oil
▢
2 to 3 pieces dried bay leaves
▢
Salt and pepper to taste","[[], ['2', 'lbs', 'pork'], [], ['14', 'lb', 'pig', 'liver'], [], ['1', 'cup', 'potatoes', 'diced'], [], ['1', 'piece', 'carrot', 'cubed'], [], ['12', 'cup', 'soy', 'sauce'], [], ['12', 'piece', 'lemon'], [], ['1', 'piece', 'onion', 'chopped'], [], ['3', 'cloves', 'garlic', 'minced'], [], ['1', 'teaspoon', 'sugar'], [], ['34', 'cup', 'tomato', 'sauce'], [], ['1', 'cup', 'water'], [], ['4', 'pieces', 'hotdogs', 'sliced', 'diagonally'], [], ['2', 'tablespoons', 'cooking', 'oil'], [], ['2', 'to', '3', 'pieces', 'dried', 'bay', 'leaves'], [], ['Salt', 'and', 'pepper', 'to', 'taste']]","['pork', 'pig', 'liver', 'potatoes', 'carrot', 'cubed', 'soy', 'sauce', 'lemon', 'onion', 'garlic', 'sugar', 'tomato', 'sauce', 'water', 'hotdogs', 'diagonally', 'cooking', 'oil', 'to', 'dried', 'bay', 'leaves', 'salt', 'and', 'pepper', 'to', 'taste']"
Pork Caldereta Recipe,"5
minutes",,Lunch,, 10g (3%, 37g (74%, 51g (78%, 16g (80%, 6g Monounsaturated Fat, 868mg (36%, 888mg (25%, 3g (12%, 5g (6%, 5187IU (104%, 57mg (69%, 59mg (6%, 4mg (22%, 5g Calories,,,https://panlasangpinoy.com/pork-caldereta/,"▢
2 lbs. Pork sliced into cubes
▢
1 piece Knorr Pork cube
▢
8 oz. tomato sauce
▢
¾ cup green olives
▢
1 piece red bell pepper sliced
▢
1 piece green bell pepper sliced
▢
2 pieces potatoes cubed
▢
2 pieces carrot sliced
▢
1 piece onion chopped
▢
3 cloves garlic chopped
▢
1 1/2 cups water
▢
½ cup liver spread
▢
3 tablespoons cooking oil
▢
Salt and ground black pepper to taste","[[], ['2', 'lbs', 'Pork', 'sliced', 'into', 'cubes'], [], ['1', 'piece', 'Knorr', 'Pork', 'cube'], [], ['8', 'oz', 'tomato', 'sauce'], [], ['¾', 'cup', 'green', 'olives'], [], ['1', 'piece', 'red', 'bell', 'pepper', 'sliced'], [], ['1', 'piece', 'green', 'bell', 'pepper', 'sliced'], [], ['2', 'pieces', 'potatoes', 'cubed'], [], ['2', 'pieces', 'carrot', 'sliced'], [], ['1', 'piece', 'onion', 'chopped'], [], ['3', 'cloves', 'garlic', 'chopped'], [], ['1', '12', 'cups', 'water'], [], ['½', 'cup', 'liver', 'spread'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['pork', 'into', 'cubes', 'knorr', 'pork', 'cube', 'tomato', 'sauce', 'green', 'olives', 'red', 'bell', 'pepper', 'green', 'bell', 'pepper', 'potatoes', 'cubed', 'carrot', 'onion', 'garlic', 'water', 'liver', 'spread', 'cooking', 'oil', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Chicken Afritada Recipe,"5
minutes","45
minutes",Lunch, 583kcal (29%, 25g (8%, 37g (74%, 37g (57%, 8g (40%,, 1089mg (45%, 1223mg (35%, 5g (20%, 5g (6%, 3215IU (64%, 42.2mg (51%, 93mg (9%, 6.6mg (37%,, 127mg (42%,,https://panlasangpinoy.com/chicken-afritada-recipe/,"▢
1 ½ lbs. Chicken cut into serving pieces
▢
2 piece potato cubed
▢
1 piece carrot sliced
▢
8 oz. tomato sauce
▢
3 pieces hotdog sliced
▢
½ cup green peas
▢
3 pieces bay leaves
▢
1 piece red onion chopped
▢
2 teaspoons garlic minced
▢
3 cups chicken broth
▢
½ teaspoon sugar
▢
3 tablespoons cooking oil
▢
Salt and ground black pepper to taste","[[], ['1', '½', 'lbs', 'Chicken', 'cut', 'into', 'serving', 'pieces'], [], ['2', 'piece', 'potato', 'cubed'], [], ['1', 'piece', 'carrot', 'sliced'], [], ['8', 'oz', 'tomato', 'sauce'], [], ['3', 'pieces', 'hotdog', 'sliced'], [], ['½', 'cup', 'green', 'peas'], [], ['3', 'pieces', 'bay', 'leaves'], [], ['1', 'piece', 'red', 'onion', 'chopped'], [], ['2', 'teaspoons', 'garlic', 'minced'], [], ['3', 'cups', 'chicken', 'broth'], [], ['½', 'teaspoon', 'sugar'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['chicken', 'cut', 'into', 'serving', 'potato', 'cubed', 'carrot', 'tomato', 'sauce', 'hotdog', 'green', 'peas', 'bay', 'leaves', 'red', 'onion', 'garlic', 'chicken', 'broth', 'sugar', 'cooking', 'oil', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Pork Steak Recipe,"10
minutes","50
minutes",Lunch,, 2g (1%, 3g (6%, 28g (43%, 2g (10%,,, 48mg (1%, 1g (4%, 1g (1%,,, 7mg (1%, 0.5mg (3%, 4g Calories, 1mg Sodium,,https://panlasangpinoy.com/pork-steak-recip/,"▢
4 pieces pork chops
▢
5 tablespoons soy sauce
▢
2 pieces lime or calamansi
▢
1/2 cup cooking oil
▢
2 pieces onions sliced
▢
1 1/2 cups water
▢
1/2 teaspoon granulated white sugar
▢
Salt and pepper to taste","[[], ['4', 'pieces', 'pork', 'chops'], [], ['5', 'tablespoons', 'soy', 'sauce'], [], ['2', 'pieces', 'lime', 'or', 'calamansi'], [], ['12', 'cup', 'cooking', 'oil'], [], ['2', 'pieces', 'onions', 'sliced'], [], ['1', '12', 'cups', 'water'], [], ['12', 'teaspoon', 'granulated', 'white', 'sugar'], [], ['Salt', 'and', 'pepper', 'to', 'taste']]","['pork', 'chops', 'soy', 'sauce', 'lime', 'or', 'calamansi', 'cooking', 'oil', 'onions', 'water', 'granulated', 'white', 'sugar', 'salt', 'and', 'pepper', 'to', 'taste']"
Bicol Express Recipe,"5
minutes","55
minutes",Lunch,, 10g (3%, 27g (54%, 124g (191%, 68g (340%,, 431mg (18%, 745mg (21%, 2g (8%, 1g (1%, 29IU (1%, 8mg (10%, 81mg (8%, 6mg (33%, 6g Calories, 228mg (76%,,https://panlasangpinoy.com/bicol-express/,"▢
2 lbs. pork belly sliced into strips
▢
2 cups coconut milk
▢
2 cups coconut cream
▢
1/2 cup shrimp paste bagoong alamang
▢
4 cloves garlic crushed
▢
6 pieces Thai chili pepper chopped
▢
1 thumb ginger minced
▢
1 piece onion chopped
▢
1 pieces Serrano pepper sliced
▢
1 cup water optional","[[], ['2', 'lbs', 'pork', 'belly', 'sliced', 'into', 'strips'], [], ['2', 'cups', 'coconut', 'milk'], [], ['2', 'cups', 'coconut', 'cream'], [], ['12', 'cup', 'shrimp', 'paste', 'bagoong', 'alamang'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['6', 'pieces', 'Thai', 'chili', 'pepper', 'chopped'], [], ['1', 'thumb', 'ginger', 'minced'], [], ['1', 'piece', 'onion', 'chopped'], [], ['1', 'pieces', 'Serrano', 'pepper', 'sliced'], [], ['1', 'cup', 'water', 'optional']]","['pork', 'belly', 'into', 'strips', 'coconut', 'milk', 'coconut', 'cream', 'shrimp', 'paste', 'bagoong', 'alamang', 'garlic', 'thai', 'chili', 'pepper', 'thumb', 'ginger', 'onion', 'serrano', 'pepper', 'water', 'optional']"
Adobong Kangkong Recipe,"5
minutes","15
minutes",Lunch,, 8g (3%, 4g (8%, 14g (22%, 1g (5%,,, 190mg (5%, 1g (4%, 2g (2%, 1178IU (24%, 16mg (19%, 45mg (5%, 1mg (6%, 4g Calories,, 1g Sodium,https://panlasangpinoy.com/adobong-kangkong/,"▢
1 bunch kangkong leaves and stalks separated. Stalks cut in 1-inch pieces
▢
1 piece onion chopped
▢
1 head garlic crushed and chopped
▢
1/4 cup soy sauce
▢
1/8 cup vinegar
▢
1/2 cup water optional
▢
3 tablespoons cooking oil
▢
Ground black pepper","[[], ['1', 'bunch', 'kangkong', 'leaves', 'and', 'stalks', 'separated', 'Stalks', 'cut', 'in', '1inch', 'pieces'], [], ['1', 'piece', 'onion', 'chopped'], [], ['1', 'head', 'garlic', 'crushed', 'and', 'chopped'], [], ['14', 'cup', 'soy', 'sauce'], [], ['18', 'cup', 'vinegar'], [], ['12', 'cup', 'water', 'optional'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Ground', 'black', 'pepper']]","['kangkong', 'leaves', 'and', 'separated', 'cut', 'in', 'inch', 'onion', 'head', 'garlic', 'and', 'soy', 'sauce', 'vinegar', 'water', 'optional', 'cooking', 'oil', 'ground', 'black', 'pepper']"
Pinakbet Tagalog Recipe,"5
minutes","35
minutes",Lunch, 1243kcal (62%, 28g (9%, 5g (10%, 124g (191%, 45g (225%,, 362mg (15%, 895mg (26%, 7g (28%, 9g (10%, 6330IU (127%, 40.9mg (50%, 82mg (8%, 1.5mg (8%,, 136mg (45%,,https://panlasangpinoy.com/pinakbet-tagalog-recipe-knr-sc/,"▢
1 lb lechon kawali sliced
▢
1 piece Knorr Shrimp Cube
▢
12 pieces sitaw cut into 2 inch length
▢
1/2 piece kalabasa cubed
▢
12 pieces okra
▢
1 piece Chinese eggplant sliced
▢
1 piece ampalaya sliced
▢
1 piece kamote cubed (optional)
▢
2 pieces tomato cubed
▢
2 thumbs ginger crushed (optional)
▢
1 piece onion chopped
▢
4 cloves garlic crushed
▢
2 teaspoons bagoong alamang
▢
2 ½ cups water
▢
3 tablespoons cooking oil
▢
¼ teaspoon ground black pepper","[[], ['1', 'lb', 'lechon', 'kawali', 'sliced'], [], ['1', 'piece', 'Knorr', 'Shrimp', 'Cube'], [], ['12', 'pieces', 'sitaw', 'cut', 'into', '2', 'inch', 'length'], [], ['12', 'piece', 'kalabasa', 'cubed'], [], ['12', 'pieces', 'okra'], [], ['1', 'piece', 'Chinese', 'eggplant', 'sliced'], [], ['1', 'piece', 'ampalaya', 'sliced'], [], ['1', 'piece', 'kamote', 'cubed', 'optional'], [], ['2', 'pieces', 'tomato', 'cubed'], [], ['2', 'thumbs', 'ginger', 'crushed', 'optional'], [], ['1', 'piece', 'onion', 'chopped'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['2', 'teaspoons', 'bagoong', 'alamang'], [], ['2', '½', 'cups', 'water'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['¼', 'teaspoon', 'ground', 'black', 'pepper']]","['lechon', 'kawali', 'knorr', 'shrimp', 'cube', 'sitaw', 'cut', 'into', 'inch', 'length', 'kalabasa', 'cubed', 'okra', 'chinese', 'eggplant', 'ampalaya', 'kamote', 'cubed', 'optional', 'tomato', 'cubed', 'thumbs', 'ginger', 'optional', 'onion', 'garlic', 'bagoong', 'alamang', 'water', 'cooking', 'oil', 'ground', 'black', 'pepper']"
Beef Stir Fry,"5
minutes","9
minutes",Lunch, 593kcal (30%, 8g (3%, 22g (44%, 53g (82%, 12g (60%,, 511mg (21%, 460mg (13%, 1g (4%, 2g (2%, 1042IU (21%, 62mg (75%, 15mg (2%, 3mg (17%,, 79mg (26%,,https://panlasangpinoy.com/stir-fried-beef/,"▢
1 lb. beef tenderloin thinly sliced
▢
3 tablespoons oyster sauce
▢
1 teaspoon soy sauce
▢
1 ½ tablespoons cornstarch
▢
1/2 teaspoon ground black pepper
▢
1- piece green bell pepper sliced into thick strips
▢
1- piece red bell pepper sliced into thick strips
▢
1/2 cup cooking oil","[[], ['1', 'lb', 'beef', 'tenderloin', 'thinly', 'sliced'], [], ['3', 'tablespoons', 'oyster', 'sauce'], [], ['1', 'teaspoon', 'soy', 'sauce'], [], ['1', '½', 'tablespoons', 'cornstarch'], [], ['12', 'teaspoon', 'ground', 'black', 'pepper'], [], ['1', 'piece', 'green', 'bell', 'pepper', 'sliced', 'into', 'thick', 'strips'], [], ['1', 'piece', 'red', 'bell', 'pepper', 'sliced', 'into', 'thick', 'strips'], [], ['12', 'cup', 'cooking', 'oil']]","['beef', 'tenderloin', 'thinly', 'oyster', 'sauce', 'soy', 'sauce', 'cornstarch', 'ground', 'black', 'pepper', 'green', 'bell', 'pepper', 'into', 'thick', 'strips', 'red', 'bell', 'pepper', 'into', 'thick', 'strips', 'cooking', 'oil']"
Pininyahang Manok,"10
minutes","45
minutes",Lunch,, 15g (5%, 30g (60%, 28g (43%, 7g (35%,, 713mg (30%, 527mg (15%, 2g (8%, 12g (13%, 2750IU (55%, 42.2mg (51%, 66mg (7%, 1.8mg (10%, 6g Calories, 115mg (38%,,https://panlasangpinoy.com/pineapple-chicken-caserole-pininyahang-manok-recipe/,,[],[]
Beef Asado,"30
minutes","30
minutes",Lunch, 884kcal (44%, 11g (4%, 65g (130%, 66g (102%, 22g (110%,, 2013mg (84%, 1395mg (40%, 2g (8%, 4g (4%, 595IU (12%, 13mg (16%, 99mg (10%, 8mg (44%,, 237mg (79%,,https://panlasangpinoy.com/beef-asado/,"▢
3 1/2 lbs. beef chuck
▢
1 piece Knorr Beef Cube
▢
8 ounces tomato sauce
▢
3 cups water
▢
6 tablespoons soy sauce
▢
1 1/2 tablespoons white vinegar
▢
2 teaspoons whole peppercorn crushed
▢
4 pieces bay leaves dried
▢
1/2 piece lemon
▢
2 tablespoons tomato paste
▢
3 tablespoons butter
▢
1/2 cup cooking oil
▢
1 piece onion chopped
▢
4 cloves garlic chopped","[[], ['3', '12', 'lbs', 'beef', 'chuck'], [], ['1', 'piece', 'Knorr', 'Beef', 'Cube'], [], ['8', 'ounces', 'tomato', 'sauce'], [], ['3', 'cups', 'water'], [], ['6', 'tablespoons', 'soy', 'sauce'], [], ['1', '12', 'tablespoons', 'white', 'vinegar'], [], ['2', 'teaspoons', 'whole', 'peppercorn', 'crushed'], [], ['4', 'pieces', 'bay', 'leaves', 'dried'], [], ['12', 'piece', 'lemon'], [], ['2', 'tablespoons', 'tomato', 'paste'], [], ['3', 'tablespoons', 'butter'], [], ['12', 'cup', 'cooking', 'oil'], [], ['1', 'piece', 'onion', 'chopped'], [], ['4', 'cloves', 'garlic', 'chopped']]","['beef', 'chuck', 'knorr', 'beef', 'cube', 'tomato', 'sauce', 'water', 'soy', 'sauce', 'white', 'vinegar', 'peppercorn', 'bay', 'leaves', 'dried', 'lemon', 'tomato', 'paste', 'butter', 'cooking', 'oil', 'onion', 'garlic']"
Sweet and Sour Tilapia,"10
minutes","30
minutes",Lunch, 1063kcal (53%, 55g (18%, 4g (8%, 94g (145%, 7g (35%,,, 443mg (13%, 3g (12%, 42g (47%, 4991IU (100%, 90mg (109%, 39mg (4%, 1mg (6%,, 1mg Sodium,,https://panlasangpinoy.com/sweet-and-sour-tilapia/,"▢
2 pieces tilapia cleaned
▢
2 tablespoons Knorr Liquid Seasoning
▢
1 piece red bell pepper julienne
▢
1 piece green bell pepper julienne
▢
1 piece carrot julienne
▢
5 cloves garlic crushed
▢
1 piece onion sliced
▢
2 thumbs ginger julienne
▢
2 tablespoons cornstarch
▢
2 cups water
▢
5 1/2 tablespoons white vinegar
▢
8 tablespoons tomato ketchup
▢
7 tablespoons white sugar
▢
1 ¼ cup cooking oil
▢
Salt and ground black pepper to taste","[[], ['2', 'pieces', 'tilapia', 'cleaned'], [], ['2', 'tablespoons', 'Knorr', 'Liquid', 'Seasoning'], [], ['1', 'piece', 'red', 'bell', 'pepper', 'julienne'], [], ['1', 'piece', 'green', 'bell', 'pepper', 'julienne'], [], ['1', 'piece', 'carrot', 'julienne'], [], ['5', 'cloves', 'garlic', 'crushed'], [], ['1', 'piece', 'onion', 'sliced'], [], ['2', 'thumbs', 'ginger', 'julienne'], [], ['2', 'tablespoons', 'cornstarch'], [], ['2', 'cups', 'water'], [], ['5', '12', 'tablespoons', 'white', 'vinegar'], [], ['8', 'tablespoons', 'tomato', 'ketchup'], [], ['7', 'tablespoons', 'white', 'sugar'], [], ['1', '¼', 'cup', 'cooking', 'oil'], [], ['Salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['tilapia', 'cleaned', 'knorr', 'liquid', 'seasoning', 'red', 'bell', 'pepper', 'julienne', 'green', 'bell', 'pepper', 'julienne', 'carrot', 'julienne', 'garlic', 'onion', 'thumbs', 'ginger', 'julienne', 'cornstarch', 'water', 'white', 'vinegar', 'tomato', 'ketchup', 'white', 'sugar', 'cooking', 'oil', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Ginataang Puso ng Saging,"5
minutes","25
minutes",Lunch, 333kcal (17%, 17g (6%, 10g (20%, 26g (40%, 7g (35%,, 52mg (2%, 861mg (25%, 7g (28%, 2g (2%, 20IU Vitamin C,, 28mg (3%, 68mg (378%,, 34mg (11%,,https://panlasangpinoy.com/ginataang-puso-ng-saging/,"▢
1 1/2 cups banana blossom sliced and cleaned
▢
40 grams Knorr Ginataang Gulay Mix
▢
1/2 cup ground pork
▢
8 pieces shrimp shell and head removed
▢
5 pieces Thai chili pepper
▢
1 piece onion chopped
▢
4 cloves garlic minced
▢
Ground black pepper to taste
▢
1 1/2 cups water
▢
3 tablespoons cooking oil","[[], ['1', '12', 'cups', 'banana', 'blossom', 'sliced', 'and', 'cleaned'], [], ['40', 'grams', 'Knorr', 'Ginataang', 'Gulay', 'Mix'], [], ['12', 'cup', 'ground', 'pork'], [], ['8', 'pieces', 'shrimp', 'shell', 'and', 'head', 'removed'], [], ['5', 'pieces', 'Thai', 'chili', 'pepper'], [], ['1', 'piece', 'onion', 'chopped'], [], ['4', 'cloves', 'garlic', 'minced'], [], ['Ground', 'black', 'pepper', 'to', 'taste'], [], ['1', '12', 'cups', 'water'], [], ['3', 'tablespoons', 'cooking', 'oil']]","['banana', 'blossom', 'and', 'cleaned', 'knorr', 'ginataang', 'gulay', 'mix', 'ground', 'pork', 'shrimp', 'shell', 'and', 'head', 'removed', 'thai', 'chili', 'pepper', 'onion', 'garlic', 'ground', 'black', 'pepper', 'to', 'taste', 'water', 'cooking', 'oil']"
Sinanglay na Tilapia Recipe,"10
minutes","20
minutes",Lunch,, 6g (2%, 2g (4%, 18g (28%, 16g (80%,,, 239mg (7%, 1g (4%, 1g (1%, 45IU (1%, 4mg (5%, 27mg (3%, 3mg (17%, 4g Calories, 1mg Sodium,,https://panlasangpinoy.com/sinanglay-na-tilapia/,"▢
2 pieces tilapia cleaned and scales removed
▢
4 pieces bok choy or pechay leaves
▢
4 cloves garlic chopped
▢
1 piece onion diced
▢
2 pieces tomato diced
▢
1 thumb ginger chopped
▢
3 pieces long green chili
▢
1 1/2 cups coconut milk
▢
1/2 cup water
▢
1 teaspoon salt","[[], ['2', 'pieces', 'tilapia', 'cleaned', 'and', 'scales', 'removed'], [], ['4', 'pieces', 'bok', 'choy', 'or', 'pechay', 'leaves'], [], ['4', 'cloves', 'garlic', 'chopped'], [], ['1', 'piece', 'onion', 'diced'], [], ['2', 'pieces', 'tomato', 'diced'], [], ['1', 'thumb', 'ginger', 'chopped'], [], ['3', 'pieces', 'long', 'green', 'chili'], [], ['1', '12', 'cups', 'coconut', 'milk'], [], ['12', 'cup', 'water'], [], ['1', 'teaspoon', 'salt']]","['tilapia', 'cleaned', 'and', 'scales', 'removed', 'bok', 'choy', 'or', 'pechay', 'leaves', 'garlic', 'onion', 'tomato', 'thumb', 'ginger', 'long', 'green', 'chili', 'coconut', 'milk', 'water', 'salt']"
Easy Kung Pao Shrimp Recipe,"5
minutes","15
minutes",Lunch,, 42g (14%, 37g (74%, 23g (35%, 2g (10%,, 1951mg (81%, 764mg (22%, 5g (20%, 29g (32%, 2193IU (44%, 76mg (92%, 297mg (30%, 5mg (28%, 3g Calories, 381mg (127%,,https://panlasangpinoy.com/easy-kung-pao-shrimp-recipe-2/,"▢
1 lb. large shrimp head and shell removed
▢
1 piece bell pepper chopped
▢
1 piece onion chopped
▢
1/2 cup scallions chopped
▢
1/4 cup peanuts
▢
3/4 cup kung pao sauce
▢
1 piece zucchini diced
▢
5 pieces dried red chili
▢
1 thumb ginger minced
▢
1 tablespoon garlic minced
▢
3 tablespoons cooking oil
▢
Salt and pepper to taste.","[[], ['1', 'lb', 'large', 'shrimp', 'head', 'and', 'shell', 'removed'], [], ['1', 'piece', 'bell', 'pepper', 'chopped'], [], ['1', 'piece', 'onion', 'chopped'], [], ['12', 'cup', 'scallions', 'chopped'], [], ['14', 'cup', 'peanuts'], [], ['34', 'cup', 'kung', 'pao', 'sauce'], [], ['1', 'piece', 'zucchini', 'diced'], [], ['5', 'pieces', 'dried', 'red', 'chili'], [], ['1', 'thumb', 'ginger', 'minced'], [], ['1', 'tablespoon', 'garlic', 'minced'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Salt', 'and', 'pepper', 'to', 'taste']]","['shrimp', 'head', 'and', 'shell', 'removed', 'bell', 'pepper', 'onion', 'scallions', 'peanuts', 'kung', 'pao', 'sauce', 'zucchini', 'dried', 'red', 'chili', 'thumb', 'ginger', 'garlic', 'cooking', 'oil', 'salt', 'and', 'pepper', 'to', 'taste']"
Chicken Lollipop Recipe,"10
minutes","12
minutes",Lunch,, 19g (6%, 3g (6%, 9g (14%, 1g (5%,, 1274mg (53%, 41mg (1%, 1g (4%, 1g (1%,,, 27mg (3%, 1mg (6%, 6g Calories, 3mg (1%,,https://panlasangpinoy.com/quick-easy-chicken-lollipop-recipe/,"▢
10 pieces chicken wings
▢
1 1/2 cup Panko bread crumbs
▢
2 pieces raw eggs
▢
1/2 cup all-purpose flour
▢
3 teaspoons salt
▢
1/2 teaspoon ground black pepper
▢
2 cups cooking oil","[[], ['10', 'pieces', 'chicken', 'wings'], [], ['1', '12', 'cup', 'Panko', 'bread', 'crumbs'], [], ['2', 'pieces', 'raw', 'eggs'], [], ['12', 'cup', 'allpurpose', 'flour'], [], ['3', 'teaspoons', 'salt'], [], ['12', 'teaspoon', 'ground', 'black', 'pepper'], [], ['2', 'cups', 'cooking', 'oil']]","['chicken', 'wings', 'panko', 'bread', 'crumbs', 'raw', 'eggs', 'all', 'purpose', 'flour', 'salt', 'ground', 'black', 'pepper', 'cooking', 'oil']"
Garlic Butter Shrimp Recipe,"10
minutes","12
minutes",Lunch,, 6g (2%, 31g (62%, 10g (15%, 5g (25%,, 1248mg (52%, 147mg (4%, 1g (4%, 4g (4%, 349IU (7%, 10mg (12%, 232mg (23%, 3mg (17%, 6g Calories, 401mg (134%,,https://panlasangpinoy.com/buttered-garlic-shrimp/,"▢
2 lbs shrimp cleaned
▢
2 tablespoons parsley chopped
▢
1/4 cup butter
▢
1 head garlic crushed
▢
1 cup lemon lime soda
▢
1 teaspoon lemon juice
▢
salt and pepper to taste","[[], ['2', 'lbs', 'shrimp', 'cleaned'], [], ['2', 'tablespoons', 'parsley', 'chopped'], [], ['14', 'cup', 'butter'], [], ['1', 'head', 'garlic', 'crushed'], [], ['1', 'cup', 'lemon', 'lime', 'soda'], [], ['1', 'teaspoon', 'lemon', 'juice'], [], ['salt', 'and', 'pepper', 'to', 'taste']]","['shrimp', 'cleaned', 'parsley', 'butter', 'head', 'garlic', 'lemon', 'lime', 'soda', 'lemon', 'juice', 'salt', 'and', 'pepper', 'to', 'taste']"
Sinigang na Hipon,"10
minutes","20
minutes",Lunch, 283kcal (14%, 38g (13%, 32g (64%, 3g (5%, 1g (5%,, 955mg (40%, 1367mg (39%, 15g (60%, 19g (21%, 3752IU (75%, 74mg (90%, 356mg (36%, 7mg (39%,, 286mg (95%,,https://panlasangpinoy.com/filipino-food-sour-shrimp-soup-sinigang-na-hipon-recipe/,"▢
1 lb. shrimp cleaned
▢
44 grams Knorr Sinigang sa Sampaloc Mix
▢
1 bunch kangkong
▢
15 pieces snake beans
▢
5 pieces okra
▢
1 piece eggplant
▢
1 cup daikon radish sliced
▢
1 piece tomato sliced
▢
3 pieces long green pepper
▢
1 piece onion
▢
2 quarts water
▢
Fish sauce and ground black pepper to taste","[[], ['1', 'lb', 'shrimp', 'cleaned'], [], ['44', 'grams', 'Knorr', 'Sinigang', 'sa', 'Sampaloc', 'Mix'], [], ['1', 'bunch', 'kangkong'], [], ['15', 'pieces', 'snake', 'beans'], [], ['5', 'pieces', 'okra'], [], ['1', 'piece', 'eggplant'], [], ['1', 'cup', 'daikon', 'radish', 'sliced'], [], ['1', 'piece', 'tomato', 'sliced'], [], ['3', 'pieces', 'long', 'green', 'pepper'], [], ['1', 'piece', 'onion'], [], ['2', 'quarts', 'water'], [], ['Fish', 'sauce', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['shrimp', 'cleaned', 'knorr', 'sinigang', 'sa', 'sampaloc', 'mix', 'kangkong', 'snake', 'beans', 'okra', 'eggplant', 'daikon', 'radish', 'tomato', 'long', 'green', 'pepper', 'onion', 'water', 'fish', 'sauce', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
